"customer_id","title","firstname","middlename","lastname","suffix","phonenumber","phonetype_name","emailaddress","addresstype_name","addressline1","addressline2","city","stateprovince_name","postalcode","countryregion_name","Customer Group"
1722,,Mandar,,Samant,,"129-555-0100",Home,mandar2@adventure-works.com,Home,"1005 Valley Oak Plaza",NULL,London,England,SW6 SBY,United Kingdom,Second Purchase after 6 Months of first
1723,Mr.,John,J,Sandstone,,"114-555-0100",Cell,john27@adventure-works.com,Home,"2286 Sunset Way",NULL,Cliffside,British Columbia,V8Y 1L1,Canada,No second purchase
1724,Ms.,Madalena,J.,Sanchez,,"749-555-0100",Cell,madalena0@adventure-works.com,Home,"6537 N Ranchford Court",NULL,Lavender Bay,New South Wales,"2060",Australia,Second Purchase after 6 Months of first
1725,Mr.,Thomas,T.,Sanchez,Jr.,"127-555-0100",Cell,thomas4@adventure-works.com,Home,"8645 Michigan Blvd",NULL,Colma,California,"94014",United States,No second purchase
1726,Mr.,Ken,,Sánchez,,"967-555-0100",Home,ken3@adventure-works.com,Home,"2, rue Malar",NULL,Les Ulis,Essonne,"91940",France,No second purchase
1727,Mr.,Mikael,,Sandberg,,"854-555-0100",Cell,mikael1@adventure-works.com,Home,Roßstr 6642,NULL,Solingen,Nordrhein-Westfalen,"42651",Germany,No second purchase
1728,Ms.,Mary,R.,Sandidge,,"113-555-0100",Cell,mary9@adventure-works.com,Home,"9390 Janin Pl.",NULL,Milsons Point,New South Wales,"2061",Australia,Second Purchase within 6 Months of first
1729,Mr.,Patrick,,Sands,,"153-555-0100",Cell,patrick4@adventure-works.com,Home,"9788 Thors Bay Road",NULL,Matraville,New South Wales,"2036",Australia,Second Purchase within 6 Months of first
1730,Sr.,José,E,Saraiva,,"356-555-0100",Cell,josé5@adventure-works.com,Home,Roßstr 7752,NULL,München,Hessen,"80074",Germany,Second Purchase within 6 Months of first
1731,Mr.,Lloyd,M.,Saunders,,"535-555-0100",Home,lloyd0@adventure-works.com,Home,"1, rue de l´Avenir",NULL,Chatou,Yveline,"78400",France,No second purchase
1732,Mr.,Vadim,,Sazanovich,,"958-555-0100",Home,vadim0@adventure-works.com,Home,"8531 Bayter Court",NULL,W. York,England,BD1 4SJ,United Kingdom,Second Purchase after 6 Months of first
1733,Mr.,K.,,Saravan,,"156-555-0100",Home,k0@adventure-works.com,Home,"3272 Ryan Court",NULL,London,England,SW1P 2NU,United Kingdom,Second Purchase after 6 Months of first
1734,Mr.,Gary,,Schare,,"157-555-0100",Cell,gary4@adventure-works.com,Home,Kulmer Straße 36,NULL,Braunschweig,Nordrhein-Westfalen,"38001",Germany,No second purchase
1735,Ms.,Yvonne,,Schleger,,"155-555-0100",Home,yvonne2@adventure-works.com,Home,Charlottenstr 3918,NULL,Essen,Hamburg,"45001",Germany,Second Purchase after 6 Months of first
1736,Mr.,Steve,,Schmidt,,"988-555-0100",Cell,steve3@adventure-works.com,Home,"6126 North Sixth Street",NULL,Rockhampton,Queensland,"4700",Australia,Second Purchase after 6 Months of first
1737,Mr.,Scot,,Schulte,,"910-555-0100",Cell,scot1@adventure-works.com,Home,"5473 Olive Hill",NULL,Matraville,New South Wales,"2036",Australia,Second Purchase after 6 Months of first
1738,Ms.,Barbara,R.,Schultz,,"558-555-0100",Home,barbara7@adventure-works.com,Home,"6321 Laguna Street",NULL,Silverwater,New South Wales,"2264",Australia,Second Purchase within 6 Months of first
1739,Mr.,Mike,,Seamans,,"210-555-0100",Home,mike5@adventure-works.com,Home,"4678 Cardinal Dr.",NULL,Beverly Hills,California,"90210",United States,No second purchase
1740,Mr.,Scott,,Seely,,"209-555-0100",Home,scott11@adventure-works.com,Home,Berliner Platz 774,NULL,München,Hamburg,"80074",Germany,Second Purchase after 6 Months of first
1741,Ms.,Birgit,,Seidel,,"492-555-0100",Cell,birgit0@adventure-works.com,Home,"543 Northwood Drive",NULL,Bendigo,Victoria,"3550",Australia,Second Purchase within 6 Months of first
1742,Mr.,Steven,,Selikoff,,"861-555-0100",Cell,steven3@adventure-works.com,Home,"8384 Golden Rain Road",NULL,Burien,Washington,"98168",United States,No second purchase
1743,Ms.,Alice,J.,Serventi,,"116-555-0100",Home,alice3@adventure-works.com,Home,"103, avenue des Champs-Elysées",NULL,Paris La Defense,Hauts de Seine,"92081",France,No second purchase
1744,Mr.,Joshua,R.,Several,,"194-555-0100",Cell,joshua1@adventure-works.com,Home,"3880 95th St.",NULL,Beaverton,Oregon,"97005",United States,No second purchase
1745,Mr.,Paul,J.,Shakespear,,"880-555-0100",Home,paul4@adventure-works.com,Home,"2368 Olivera Rd",NULL,Caloundra,Queensland,"4551",Australia,Second Purchase after 6 Months of first
1746,Mr.,Alan,,Shen,,"484-555-0100",Cell,alan3@adventure-works.com,Home,"9826 Olive Ave.",NULL,Sydney,New South Wales,"1002",Australia,Second Purchase after 6 Months of first
1747,Mr.,David,B.,Shepard,,"192-555-0100",Home,david23@adventure-works.com,Home,"570, avenue des Ternes",NULL,Roncq,Nord,"59223",France,No second purchase
1748,Ms.,Janet,,Sheperdigian,,"943-555-0100",Cell,janet3@adventure-works.com,Home,"9145 Paso Del Rio Way",NULL,Warrington,England,WA1,United Kingdom,No second purchase
1749,Ms.,Megan,,Sherman,,"361-555-0100",Home,megan2@adventure-works.com,Home,Wasserstr 64,NULL,Saarbrücken,Saarland,"66001",Germany,No second purchase
1750,Ms.,Irma,J.,Sherwood,,"760-555-0100",Cell,irma0@adventure-works.com,Home,"7323 Alan Drive",NULL,Hobart,Tasmania,"7001",Australia,Second Purchase within 6 Months of first
1751,Mr.,Daniel,,Shimshoni,,"151-555-0100",Home,daniel1@adventure-works.com,Home,"5690 Morgan Territory Rd",NULL,London,England,SW8 4BG,United Kingdom,No second purchase
1752,Ms.,Misty,,Shock,,"185-555-0100",Home,misty0@adventure-works.com,Home,"5959 C Olivera Rd",NULL,London,England,W1Y 3RA,United Kingdom,No second purchase
1753,Mr.,Carlos,M.,Short,Jr.,"187-555-0100",Cell,carlos0@adventure-works.com,Home,"6853 Hacienda",NULL,Brisbane,Queensland,"4000",Australia,No second purchase
1754,Mr.,Shish,,Shridhar,,"715-555-0100",Cell,shish0@adventure-works.com,Home,"886 Panoramic Drive",NULL,Gateshead,England,GA10,United Kingdom,No second purchase
1755,Ms.,Britta,,Simon,,"274-555-0100",Cell,britta1@adventure-works.com,Home,"6441 Co Road",NULL,Wollongong,New South Wales,"2500",Australia,Second Purchase after 6 Months of first
1756,Mr.,Marty,E.,Simpson,,"288-555-0100",Cell,marty0@adventure-works.com,Home,"1937 Sycamore Drive",NULL,Bellingham,Washington,"98225",United States,Second Purchase within 6 Months of first
1757,Mr.,David,,Simpson,,"115-555-0100",Cell,david24@adventure-works.com,Home,"3956 Stonedale",NULL,Beaverton,Oregon,"97005",United States,No second purchase
1758,Ms.,Anne,R.,Sims,,"886-555-0100",Home,anne0@adventure-works.com,Home,"4932 La Jolla",NULL,Stoke-on-Trent,England,AS23,United Kingdom,No second purchase
1759,Mr.,Mircea,Radu,Singer,,"575-555-0100",Cell,mircea0@adventure-works.com,Home,"7, impasse Ste-Madeleine",NULL,Lille,Nord,"59000",France,No second purchase
1760,Mr.,Paul,,Singh,,"390-555-0100",Cell,paul5@adventure-works.com,Home,"371 Westwood Court",NULL,Burbank,Ohio,"44214",United States,No second purchase
1761,Ms.,Bonnie,L.,Skelly,,"641-555-0100",Home,bonnie3@adventure-works.com,Home,"6091 MountainAire Parkway",NULL,Burlingame,California,"94010",United States,No second purchase
1762,Mr.,Anders,B,Skjønaa,,"685-555-0100",Home,anders0@adventure-works.com,Home,Alderstr 8139,NULL,Bonn,Hamburg,"53131",Germany,No second purchase
1763,Ms.,Dianne,K.,Slattengren,,"204-555-0100",Cell,dianne0@adventure-works.com,Home,"1574 Hudson Ave.",NULL,Maidenhead,England,SL67RJ,United Kingdom,No second purchase
1764,Ms.,Lanna,A.,Slaven,,"962-555-0100",Home,lanna0@adventure-works.com,Home,"70, rue de Cambrai",NULL,Les Ulis,Essonne,"91940",France,No second purchase
1765,Ms.,Cathy,J.,Sloan,,"756-555-0100",Home,cathy0@adventure-works.com,Home,Marketplatz 75,NULL,München,Hamburg,"80074",Germany,No second purchase
1766,Mr.,Leonard,J.,Smith,,"128-555-0100",Cell,leonard0@adventure-works.com,Home,"8483 Arizona Drive",NULL,Port Macquarie,New South Wales,"2444",Australia,No second purchase
1767,Ms.,Mary,J.,Smith,,"941-555-0100",Cell,mary10@adventure-works.com,Home,"4911 Peachwillow Lane",NULL,Milton Keynes,England,MK8 8DF,United Kingdom,No second purchase
1768,Ms.,Peggy,R.,Smith,,"153-555-0100",Home,peggy1@adventure-works.com,Home,"28, rue Henri Gagnon",NULL,Croix,Nord,"59170",France,No second purchase
1769,Mr.,Rolando,T.,Smith,Jr.,"284-555-0100",Cell,rolando0@adventure-works.com,Home,"3771 Concerto Circle",NULL,Berkeley,California,"94704",United States,No second purchase
1770,Mr.,Ben,,Adams,,"182-555-0100",Home,ben2@adventure-works.com,Home,"1534 Land Ave",NULL,Bremerton,Washington,"98312",United States,Second Purchase after 6 Months of first
1771,Ms.,Denise,,Smith,,"326-555-0100",Cell,denise2@adventure-works.com,Home,"44, rue Saint-Lazare",NULL,Roncq,Nord,"59223",France,No second purchase
1772,Mr.,Jeff,,Smith,,"515-555-0100",Home,jeff4@adventure-works.com,Home,"6992 Tara St.",NULL,Concord,California,"94519",United States,No second purchase
1773,Ms.,Samantha,,Smith,,"978-555-0100",Cell,samantha1@adventure-works.com,Home,"9021 Onley Dr",NULL,Cheltenham,England,GL50,United Kingdom,No second purchase
1774,Ms.,Lorrin,G.,Smith-Bates,,"129-555-0100",Home,lorrin0@adventure-works.com,Home,"11, quai de l´ Iton",NULL,Pantin,Seine Saint Denis,"93500",France,Second Purchase after 6 Months of first
1775,Mr.,Timothy,,Sneath,,"385-555-0100",Home,timothy1@adventure-works.com,Home,"3001 Hanson Lane",NULL,Gloucestershire,England,GL7 1RY,United Kingdom,Second Purchase within 6 Months of first
1776,Ms.,Victoria,L.,Snowden,,"574-555-0100",Cell,victoria0@adventure-works.com,Home,"8, rue de l´Avenir",NULL,Paris,Seine (Paris),"75019",France,Second Purchase after 6 Months of first
1777,Mr.,David,,So,,"349-555-0100",Cell,david25@adventure-works.com,Home,Marketplatz 5193,NULL,Bonn,Nordrhein-Westfalen,"53131",Germany,No second purchase
1778,Mr.,Ajay,,Solanki,,"193-555-0100",Home,ajay1@adventure-works.com,Home,"5486 Olivera Road",NULL,Brisbane,Queensland,"4000",Australia,Second Purchase within 6 Months of first
1779,,Alma,L.,Son,,"149-555-0100",Home,alma1@adventure-works.com,Home,Kurfürstenstr 4124,NULL,Werne,Nordrhein-Westfalen,"59368",Germany,No second purchase
1780,Ms.,Lolan,,Song,,"504-555-0100",Home,lolan1@adventure-works.com,Home,"1830 Shore Rd.",NULL,Warrington,England,WA1,United Kingdom,Second Purchase after 6 Months of first
1781,Mr.,William,K.,Sotelo,,"819-555-0100",Home,william5@adventure-works.com,Home,"5629 Seagull Court",NULL,Bremerton,Washington,"98312",United States,No second purchase
1782,Sr.,Anibal,,Sousa,,"283-555-0100",Cell,anibal1@adventure-works.com,Home,Essener Straße 18,NULL,Bottrop,Nordrhein-Westfalen,"46236",Germany,Second Purchase within 6 Months of first
1783,Ms.,Sylvia,N.,Spencer,,"173-555-0100",Cell,sylvia1@adventure-works.com,Home,"52, rue Malar",NULL,Saint Germain en Laye,Yveline,"78100",France,No second purchase
1784,Mr.,Phil,,Spencer,,"161-555-0100",Cell,phil0@adventure-works.com,Home,"9208 West Rd",NULL,South Melbourne,Victoria,"3205",Australia,Second Purchase after 6 Months of first
2380,,Warren,A,Tang,,"1 (11) 500 555-0118",Cell,warren0@adventure-works.com,Home,Marienplatz 50,NULL,Hof,Bayern,"95010",Germany,No second purchase
2381,,Warren,S,Pal,,"1 (11) 500 555-0165",Home,warren1@adventure-works.com,Home,"8, rue de l´Avenir",NULL,Drancy,Seine Saint Denis,"93700",France,No second purchase
2382,,Kelvin,K,Xie,,"499-555-0116",Home,kelvin0@adventure-works.com,Home,"2356 Shady Ln.",NULL,Burbank,California,"91502",United States,No second purchase
2383,,Crystal,L,Cai,,"1 (11) 500 555-0189",Cell,crystal0@adventure-works.com,Home,"76bis, boulevard du Montparnasse",NULL,Orly,Val de Marne,"94310",France,No second purchase
2384,,Crystal,,Zeng,,"1 (11) 500 555-0184",Home,crystal1@adventure-works.com,Home,Auf Der Steige 6,NULL,Neunkirchen,Saarland,"66578",Germany,Second Purchase after 6 Months of first
2385,,Laura,M,Zhang,,"1 (11) 500 555-0149",Cell,laura7@adventure-works.com,Home,"5, rue des Bouchers",NULL,Orleans,Loiret,"45000",France,No second purchase
2386,,Laura,L,Wang,,"1 (11) 500 555-0134",Home,laura8@adventure-works.com,Home,"4006 Sunny Ave.",NULL,Hervey Bay,Queensland,"4655",Australia,No second purchase
2387,,Laura,C,Chen,,"1 (11) 500 555-0166",Cell,laura9@adventure-works.com,Home,Winter der Böck 254,NULL,Salzgitter,Hessen,"38231",Germany,No second purchase
2388,,Laura,O,Li,,"1 (11) 500 555-0145",Cell,laura10@adventure-works.com,Home,"9965 V. Street",NULL,Oxford,England,OX1,United Kingdom,Second Purchase after 6 Months of first
2389,,Laura,,Liu,,"121-555-0179",Home,laura11@adventure-works.com,Home,"5840 Delta Fair Blvd.",NULL,Colma,California,"94014",United States,No second purchase
2390,,Laura,P,Huang,,"1 (11) 500 555-0129",Home,laura12@adventure-works.com,Home,Buergermeister-ulrich-str 90,NULL,Leipzig,Nordrhein-Westfalen,"4139",Germany,Second Purchase within 6 Months of first
2391,,Laura,,Wu,,"1 (11) 500 555-0188",Home,laura13@adventure-works.com,Home,"4746 Clear Court",# 61,Matraville,New South Wales,"2036",Australia,Second Purchase after 6 Months of first
2392,,Francis,,Hernandez,,"1 (11) 500 555-0187",Cell,francis1@adventure-works.com,Home,"3708 Montana",NULL,Cheltenham,England,GL50,United Kingdom,Second Purchase within 6 Months of first
2393,,Laura,L,Lin,,"1 (11) 500 555-0151",Cell,laura14@adventure-works.com,Home,"3378 Coldwater Drive",NULL,Matraville,New South Wales,"2036",Australia,Second Purchase after 6 Months of first
2394,,Laura,D,Zhou,,"1 (11) 500 555-0170",Home,laura15@adventure-works.com,Home,"6463 Landover Ln",NULL,Hervey Bay,Queensland,"4655",Australia,Second Purchase within 6 Months of first
2395,,Laura,J,Ye,,"1 (11) 500 555-0196",Home,laura16@adventure-works.com,Home,Dunckerstr 55,NULL,Paderborn,Nordrhein-Westfalen,"33098",Germany,Second Purchase within 6 Months of first
2396,,Laura,T,Zhao,,"1 (11) 500 555-0198",Home,laura17@adventure-works.com,Home,"8206 Green Valley Road",NULL,East Brisbane,Queensland,"4169",Australia,No second purchase
2397,,Isabella,,Cox,,"377-555-0164",Home,isabella0@adventure-works.com,Home,"4304 Dos Rios Drive",NULL,Ballard,Washington,"98107",United States,No second purchase
2398,,Laura,D,Xu,,"1 (11) 500 555-0170",Cell,laura18@adventure-works.com,Home,"8138 Golf Club Road",NULL,London,England,SW1P 2NU,United Kingdom,Second Purchase after 6 Months of first
2399,,Isabella,J,Howard,,"125-555-0175",Home,isabella1@adventure-works.com,Home,"673 Noah Court",NULL,Port Orchard,Washington,"98366",United States,Second Purchase after 6 Months of first
2400,,Laura,M,Zhu,,"1 (11) 500 555-0197",Cell,laura19@adventure-works.com,Home,"9621 Alamo Court",NULL,High Wycombe,England,HP10 9QY,United Kingdom,No second purchase
2401,,Laura,,Gao,,"1 (11) 500 555-0148",Cell,laura20@adventure-works.com,Home,"82 Mt. Dell Dr.",NULL,Silverwater,New South Wales,"2264",Australia,No second purchase
2402,,Isabella,,Ward,,"1 (11) 500 555-0165",Cell,isabella2@adventure-works.com,Home,Zimmerstr 466,NULL,Saarlouis,Saarland,"66740",Germany,Second Purchase within 6 Months of first
2403,,Laura,L,Ma,,"1 (11) 500 555-0185",Cell,laura21@adventure-works.com,Home,"6432 Maywood Ln.",NULL,Goulburn,New South Wales,"2580",Australia,Second Purchase after 6 Months of first
2404,,Francis,,Alvarez,,"1 (11) 500 555-0176",Cell,francis2@adventure-works.com,Home,"5287 Race Road",NULL,Brisbane,Queensland,"4000",Australia,Second Purchase after 6 Months of first
2405,,Laura,,Liang,,"723-555-0141",Home,laura22@adventure-works.com,Home,"6828 Benedict Court",NULL,Burlingame,California,"94010",United States,No second purchase
2406,,Laura,S,Guo,,"239-555-0137",Home,laura23@adventure-works.com,Home,"4787 R St.",NULL,Bellingham,Washington,"98225",United States,No second purchase
2407,,Laura,W,He,,"1 (11) 500 555-0129",Cell,laura24@adventure-works.com,Home,Postfach 90 92 92,NULL,Hamburg,Hamburg,"20354",Germany,No second purchase
2408,,Isabella,,Torres,,"905-555-0117",Cell,isabella3@adventure-works.com,Home,"1955 Montgomery Ave",NULL,National City,California,"91950",United States,No second purchase
2409,,Laura,,Zheng,,"1 (11) 500 555-0110",Cell,laura25@adventure-works.com,Home,"4428 Jones Rd.",NULL,North Ryde,New South Wales,"2113",Australia,Second Purchase within 6 Months of first
2410,,Laura,,Hu,,"402-555-0192",Home,laura26@adventure-works.com,Home,"8502 Diver Way",NULL,Chula Vista,California,"91910",United States,Second Purchase after 6 Months of first
2411,,Laura,L,Cai,,"1 (11) 500 555-0163",Cell,laura27@adventure-works.com,Home,"8, rue des Vendangeurs",NULL,Paris,Seine (Paris),"75012",France,No second purchase
2412,,Isabella,,Peterson,,"182-555-0156",Home,isabella4@adventure-works.com,Home,"6868 Firestone",NULL,Victoria,British Columbia,V8V,Canada,No second purchase
2413,,Lisa,J,Wang,,"1 (11) 500 555-0152",Cell,lisa4@adventure-works.com,Home,"2530 Seeno St",NULL,Wokingham,England,RG41 1QW,United Kingdom,Second Purchase within 6 Months of first
2414,,Isabella,,Gray,,"438-555-0150",Cell,isabella5@adventure-works.com,Home,"6400 St. John Lane",NULL,Port Hammond,British Columbia,V6B 3P7,Canada,Second Purchase within 6 Months of first
2415,,Lisa,S,Chen,,"1 (11) 500 555-0130",Home,lisa5@adventure-works.com,Home,"109, avenue des Ternes",NULL,Les Ulis,Essonne,"91940",France,No second purchase
2416,,Francis,,Jimenez,,"1 (11) 500 555-0143",Cell,francis3@adventure-works.com,Home,Curieweg 3991,NULL,Bonn,Nordrhein-Westfalen,"53131",Germany,No second purchase
2417,,Lisa,J,Li,,"1 (11) 500 555-0189",Cell,lisa6@adventure-works.com,Home,"3852 Northridge Dr.",NULL,Geelong,Victoria,"3220",Australia,No second purchase
2418,,Lisa,J,Liu,,"153-555-0188",Cell,lisa7@adventure-works.com,Home,"4310 Chickpea Ct.",NULL,Burbank,California,"91502",United States,No second purchase
2419,,Lisa,,Yang,,"986-555-0135",Cell,lisa8@adventure-works.com,Home,"7549 Longview Rd.",NULL,Beverly Hills,California,"90210",United States,No second purchase
2420,,Lisa,L,Huang,,"1 (11) 500 555-0168",Home,lisa9@adventure-works.com,Home,"9762 Alvecedo",NULL,North Ryde,New South Wales,"2113",Australia,Second Purchase within 6 Months of first
2421,,Lisa,,Wu,,"1 (11) 500 555-0127",Cell,lisa10@adventure-works.com,Home,"8426 Easley Dr.",NULL,Melton,Victoria,"3337",Australia,No second purchase
2422,,Lisa,A,Lin,,"1 (11) 500 555-0136",Cell,lisa11@adventure-works.com,Home,"4893 Crane Court",NULL,Runcorn,England,TY31,United Kingdom,Second Purchase within 6 Months of first
2423,,Lisa,L,Zhou,,"1 (11) 500 555-0153",Home,lisa12@adventure-works.com,Home,"9739 Benedict Court",NULL,Milton Keynes,England,MK8 8DF,United Kingdom,No second purchase
2424,,Lisa,L,Ye,,"1 (11) 500 555-0112",Cell,lisa13@adventure-works.com,Home,Carlsplatz 45,NULL,Ingolstadt,Bayern,"85049",Germany,No second purchase
2425,,Lisa,C,Zhao,,"432-555-0153",Home,lisa14@adventure-works.com,Home,"491 Cali",NULL,Burlingame,California,"94010",United States,No second purchase
2426,,Lisa,S,Lu,,"1 (11) 500 555-0196",Home,lisa15@adventure-works.com,Home,"70, rue Georges-Clémenceau",NULL,Roissy en Brie,Seine et Marne,"77680",France,Second Purchase after 6 Months of first
2427,,Francis,A,Moreno,,"1 (11) 500 555-0114",Home,francis4@adventure-works.com,Home,"8634 Lake Meadow Circle",NULL,Runcorn,England,TY31,United Kingdom,No second purchase
2428,,Lisa,,Xu,,"1 (11) 500 555-0111",Home,lisa16@adventure-works.com,Home,Höhenstr 7477,NULL,München,Hamburg,"80074",Germany,No second purchase
2429,,Lisa,R,Zhu,,"1 (11) 500 555-0175",Cell,lisa17@adventure-works.com,Home,"3359 Northwood Dr",NULL,Woolston,England,WA1 4SY,United Kingdom,Second Purchase after 6 Months of first
2430,,Lisa,A,Gao,,"1 (11) 500 555-0166",Home,lisa18@adventure-works.com,Home,"3326 Icicle Ct.",NULL,North Sydney,New South Wales,"2055",Australia,No second purchase
2431,,Lisa,C,Ma,,"1 (11) 500 555-0160",Cell,lisa19@adventure-works.com,Home,Auf den Kuhlen Straße 2,NULL,Hamburg,Hamburg,"20354",Germany,No second purchase
2432,,Lisa,,Liang,,"644-555-0144",Cell,lisa20@adventure-works.com,Home,"639 Bird Drive",NULL,Burlingame,California,"94010",United States,No second purchase
2433,,Lisa,S,Guo,,"1 (11) 500 555-0133",Cell,lisa21@adventure-works.com,Home,"7464 Mozden Lane",NULL,Wollongong,New South Wales,"2500",Australia,Second Purchase within 6 Months of first
2434,,Lisa,R,Zheng,,"1 (11) 500 555-0198",Home,lisa22@adventure-works.com,Home,"8360 Frisbie Court",NULL,Newcastle upon Tyne,England,NT20,United Kingdom,Second Purchase within 6 Months of first
2435,,Lisa,L,Hu,,"1 (11) 500 555-0164",Cell,lisa23@adventure-works.com,Home,"7489 Relief Valley Ct",NULL,Kirkby,England,KB9,United Kingdom,No second purchase
2436,,Lisa,,Cai,,"1 (11) 500 555-0125",Home,lisa24@adventure-works.com,Home,"102, rue de Berri",NULL,Les Ulis,Essonne,"91940",France,Second Purchase within 6 Months of first
2437,,Lisa,R,Zeng,,"1 (11) 500 555-0179",Cell,lisa25@adventure-works.com,Home,Midi-Couleurs,NULL,Courbevoie,Hauts de Seine,"92400",France,Second Purchase after 6 Months of first
2438,,Jamie,M,Zhang,,"238-555-0175",Cell,jamie2@adventure-works.com,Home,"267 Aspen Drive",NULL,Burlingame,California,"94010",United States,Second Purchase within 6 Months of first
2439,,Jamie,,Wagner,,"1 (11) 500 555-0134",Home,jamie3@adventure-works.com,Home,"4, rue de la Comédie",NULL,Dunkerque,Nord,"59140",France,No second purchase
2440,,Jamie,,Chow,,"1 (11) 500 555-0112",Home,jamie4@adventure-works.com,Home,"9759 Dover Way",NULL,Peterborough,England,PB12,United Kingdom,No second purchase
2441,,Jamie,,Li,,"1 (11) 500 555-0188",Cell,jamie5@adventure-works.com,Home,Heideweg 1459,NULL,Essen,Hamburg,"45001",Germany,No second purchase
2442,,Jamie,J,Liu,,"1 (11) 500 555-0176",Home,jamie6@adventure-works.com,Home,"7041 Notre Dame Avenue",NULL,Cambridge,England,CB4 4BZ,United Kingdom,Second Purchase after 6 Months of first
